,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
6118,2016,7,ARRAS,PARIS NORD,51.321192053,308.0,6.0,17.0,22.0588235294,1.82119205298,46.0,27.565217391300003,4.897350993380001,0.0975609756098,0.414634146341,0.19512195122,0.121951219512,0.1463414634149999,0.0243902439024,19.0,54.0,11.0,2.0,2016-07-01,9.75609756098,41.4634146341,19.512195122,12.1951219512,14.6341463415,2.43902439024
6120,2016,4,MONTPELLIER,PARIS LYON,205.944606414,343.0,7.0,32.0,16.53125,1.91545189504,22.0,35.8181818182,1.58309037901,0.363636363636,0.318181818182,0.181818181818,0.0909090909091,0.0454545454545,0.0,22.0,35.8181818,10.0,4.0,2016-04-01,36.3636363636,31.818181818200003,18.1818181818,9.09090909091,4.54545454545,0.0
6121,2016,4,NICE VILLE,PARIS LYON,342.307881773,203.0,7.0,19.0,18.2631578947,2.23645320197,22.0,29.2272727273,2.69458128079,0.428571428571,0.285714285714,0.0952380952381,0.047619047619,0.0952380952381,0.047619047619,22.0,29.2272727,7.0,0.0,2016-04-01,42.8571428571,28.5714285714,9.523809523810002,4.7619047619,9.523809523810002,4.7619047619
6122,2016,4,PARIS NORD,DOUAI,72.7461139896,193.0,2.0,10.0,14.9,1.04663212435,17.0,19.0,2.22797927461,0.0588235294118,0.352941176471,0.117647058824,0.176470588235,0.235294117647,0.0588235294118,6.0,33.8333333,2.0,1.0,2016-04-01,5.8823529411800015,35.29411764709999,11.7647058824,17.6470588235,23.5294117647,5.8823529411800015
6124,2016,10,PARIS EST,STRASBOURG,114.665611814,474.0,0.0,28.0,19.2142857143,1.26793248945,20.0,28.05,1.76793248945,0.2,0.25,0.25,0.2,0.05,0.05,15.0,33.2,6.0,1.0,2016-10-01,20.0,25.0,25.0,20.0,5.0,5.0
6125,2016,10,PARIS LYON,NIMES,177.160409556,294.0,1.0,26.0,28.0384615385,2.60068259386,62.0,33.3225806452,9.11262798635,0.3770491803279999,0.229508196721,0.0491803278689,0.196721311475,0.147540983607,0.0,43.0,42.3953488,21.0,7.0,2016-10-01,37.7049180328,22.9508196721,4.9180327868900005,19.6721311475,14.7540983607,0.0
6126,2016,10,PARIS LYON,VALENCE ALIXAN TGV,131.826923077,288.0,2.0,23.0,22.9130434783,1.94055944056,42.0,30.785714285700003,6.8041958042,0.325,0.25,0.0,0.3,0.125,0.0,25.0,42.84,14.0,4.0,2016-10-01,32.5,25.0,0.0,30.0,12.5,0.0
6129,2017,11,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.21243523299998,194.0,1.0,11.0,24.4939393939,1.34991364421,18.0,49.8638888889,5.111139896369999,0.111111111111,0.444444444444,0.277777777778,0.0555555555556,0.0555555555556,0.0555555555556,13.0,5.111139896369999,6.0,6.0,2017-11-01,11.1111111111,44.4444444444,27.7777777778,5.555555555560001,5.555555555560001,5.555555555560001
6130,2017,11,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.9433497537,407.0,1.0,21.0,13.9,0.589573070608,59.0,18.4980225989,3.80599343186,0.239130434783,0.0869565217391,0.3478260869569999,0.260869565217,0.0652173913043,0.0,27.0,3.80599343186,9.0,1.0,2017-11-01,23.9130434783,8.69565217391,34.7826086957,26.0869565217,6.521739130429999,0.0
6131,2017,11,BREST,PARIS MONTPARNASSE,225.779411765,274.0,2.0,7.0,20.7142857143,0.610294117647,34.0,32.0642156863,6.630269607840001,0.5,0.166666666667,0.0666666666666999,0.233333333333,0.0333333333333,0.0,34.0,6.630269607840001,15.0,3.0,2017-11-01,50.0,16.6666666667,6.666666666669999,23.3333333333,3.3333333333299984,0.0
6134,2017,7,AIX EN PROVENCE TGV,PARIS LYON,184.080291971,411.0,0.0,57.0,12.0701754386,2.9902676399,59.0,25.3050847458,4.12165450122,0.267857142857,0.196428571429,0.267857142857,0.196428571429,0.0357142857143,0.0357142857143,38.0,32.111403499999994,15.0,3.0,2017-07-01,26.785714285700003,19.6428571429,26.785714285700003,19.6428571429,3.5714285714300003,3.5714285714300003
6138,2017,7,PARIS MONTPARNASSE,ST MALO,157.017094017,120.0,3.0,13.0,29.0769230769,3.63247863248,14.0,40.4285714286,5.222222222219999,0.142857142857,0.5714285714289999,0.0714285714286,0.214285714286,0.0,0.0,11.0,48.0606061,5.0,3.0,2017-07-01,14.2857142857,57.142857142900006,7.1428571428600005,21.4285714286,0.0,0.0
6141,2016,11,RENNES,LYON PART DIEU,259.701030928,97.0,0.0,8.0,10.125,1.55670103093,20.0,37.5,10.6597938144,0.2,0.2,0.1,0.35,0.05,0.1,20.0,37.5,8.0,3.0,2016-11-01,20.0,20.0,10.0,35.0,5.0,10.0
6147,2017,3,PARIS EST,STRASBOURG,112.339468303,492.0,3.0,30.0,21.0333333333,1.49284253579,34.0,24.8823529412,2.0899795501,0.0967741935483999,0.451612903226,0.0322580645161,0.354838709677,0.0322580645161,0.0322580645161,27.0,28.3,7.0,2.0,2017-03-01,9.67741935484,45.1612903226,3.22580645161,35.4838709677,3.22580645161,3.22580645161
6148,2017,3,PARIS MONTPARNASSE,RENNES,131.10619469,566.0,1.0,27.0,17.1481481481,0.7221238938050001,34.0,30.5294117647,2.2601769911500003,0.3,0.333333333333,0.133333333333,0.166666666667,0.0333333333333,0.0333333333333,23.0,39.1,11.0,3.0,2017-03-01,30.0,33.333333333300004,13.3333333333,16.6666666667,3.3333333333299984,3.3333333333299984
6149,2017,3,PARIS NORD,DUNKERQUE,120.756183746,284.0,1.0,17.0,23.470588235300003,1.45229681979,32.0,39.96875,5.36042402827,0.4062500000000001,0.375,0.0625,0.125,0.03125,0.0,27.0,45.0,14.0,8.0,2017-03-01,40.625,37.5,6.25,12.5,3.125,0.0
6150,2017,3,DUNKERQUE,PARIS NORD,130.734375,258.0,2.0,5.0,21.8,0.50390625,31.0,22.7096774194,2.96484375,0.269230769231,0.192307692308,0.230769230769,0.230769230769,0.0384615384615,0.0384615384615,15.0,34.1,5.0,1.0,2017-03-01,26.9230769231,19.2307692308,23.0769230769,23.0769230769,3.84615384615,3.84615384615
6152,2016,9,STRASBOURG,PARIS EST,117.615299335,452.0,1.0,51.0,14.1568627451,1.91574279379,33.0,23.1818181818,1.5809312638600002,0.272727272727,0.0909090909091,0.333333333333,0.0909090909091,0.212121212121,0.0,23.0,27.9130435,7.0,1.0,2016-09-01,27.2727272727,9.09090909091,33.333333333300004,9.09090909091,21.2121212121,0.0
6153,2016,9,AIX EN PROVENCE TGV,PARIS LYON,186.172619048,421.0,1.0,34.0,17.4705882353,2.49761904762,25.0,32.08,1.93571428571,0.2083333333329999,0.125,0.125,0.416666666667,0.0416666666667,0.0833333333333,25.0,32.08,11.0,2.0,2016-09-01,20.8333333333,12.5,12.5,41.6666666667,4.16666666667,8.333333333330001
6154,2016,9,LILLE,MARSEILLE ST CHARLES,298.461165049,206.0,0.0,12.0,13.3333333333,1.33495145631,35.0,31.5714285714,8.3640776699,0.0882352941176,0.176470588235,0.205882352941,0.205882352941,0.205882352941,0.117647058824,35.0,31.5714286,8.0,3.0,2016-09-01,8.823529411760003,17.6470588235,20.5882352941,20.5882352941,20.5882352941,11.7647058824
6156,2017,4,GRENOBLE,PARIS LYON,182.382882883,223.0,1.0,11.0,18.3636363636,1.16666666667,20.0,23.15,1.88288288288,0.2,0.45,0.2,0.15,0.0,0.0,11.0,32.2409091,6.0,1.0,2017-04-01,20.0,45.0,20.0,15.0,0.0,0.0
6157,2017,4,PARIS LYON,TOULON,234.416030534,268.0,6.0,25.0,17.16,1.7213740458000002,45.0,33.6,9.74809160305,0.272727272727,0.204545454545,0.204545454545,0.25,0.0227272727272999,0.0454545454545,45.0,33.55,18.0,5.0,2017-04-01,27.2727272727,20.4545454545,20.4545454545,25.0,2.27272727273,4.54545454545
6158,2017,4,PARIS LYON,LAUSANNE,220.775193798,129.0,0.0,5.0,25.6,1.25581395349,16.0,30.875,5.581395348840001,0.125,0.0625,0.375,0.3125,0.0625,0.0625,14.0,33.3535714,3.0,3.0,2017-04-01,12.5,6.25,37.5,31.25,6.25,6.25
6159,2017,2,PARIS LYON,ANNECY,224.515789474,190.0,0.0,7.0,21.778571428600003,0.552456140351,15.0,42.8333333333,5.684210526319999,0.4,0.133333333333,0.4,0.0666666666666999,0.0,0.0,15.0,42.8333333333,8.0,4.0,2017-02-01,40.0,13.3333333333,40.0,6.666666666669999,0.0,0.0
6160,2017,2,BELLEGARDE (AIN),PARIS LYON,162.81034482799998,232.0,0.0,32.0,12.0447916667,2.73038793103,21.0,31.8880952381,1.15912356322,0.15,0.3,0.3,0.1,0.05,0.1,15.0,39.5788888889,6.0,3.0,2017-02-01,15.0,30.0,30.0,10.0,5.0,10.0
6161,2017,2,DIJON VILLE,PARIS LYON,98.2188295165,396.0,3.0,88.0,17.280681818199998,4.94991518236,38.0,31.451754386,2.34202714165,0.166666666667,0.166666666667,0.5277777777780001,0.0833333333333,0.0555555555556,0.0,30.0,36.5855555556,10.0,4.0,2017-02-01,16.6666666667,16.6666666667,52.7777777778,8.333333333330001,5.555555555560001,0.0
6162,2017,2,PARIS MONTPARNASSE,ST MALO,182.695652174,92.0,0.0,4.0,14.6625,0.549275362319,7.0,20.7571428571,1.72083333333,0.142857142857,0.285714285714,0.0,0.428571428571,0.142857142857,0.0,3.0,32.15,1.0,0.0,2017-02-01,14.2857142857,28.5714285714,0.0,42.8571428571,14.2857142857,0.0
6163,2017,2,DUNKERQUE,PARIS NORD,128.491525424,236.0,0.0,3.0,11.6666666667,0.266949152542,9.0,21.2907407407,0.8656073446329999,0.428571428571,0.142857142857,0.428571428571,0.0,0.0,0.0,4.0,33.6375,2.0,0.0,2017-02-01,42.8571428571,14.2857142857,42.8571428571,0.0,0.0,0.0
6166,2017,1,DUNKERQUE,PARIS NORD,122.0781893,246.0,3.0,3.0,14.0,0.267489711934,27.0,19.3555555556,3.0316872428,0.260869565217,0.173913043478,0.478260869565,0.0869565217391,0.0,0.0,13.0,27.8243589744,4.0,1.0,2017-01-01,26.0869565217,17.3913043478,47.8260869565,8.69565217391,0.0,0.0
6167,2017,1,PARIS LYON,DIJON VILLE,95.6913043478,469.0,9.0,35.0,18.8519047619,1.33134057971,43.0,25.9085271318,2.92757246377,0.176470588235,0.205882352941,0.205882352941,0.382352941176,0.0294117647059,0.0,26.0,34.7314102564,10.0,4.0,2017-01-01,17.6470588235,20.5882352941,20.5882352941,38.2352941176,2.9411764705900003,0.0
6168,2017,1,PARIS LYON,LAUSANNE,178.413990268,138.0,1.0,7.0,25.3714285714,1.15158150852,14.0,35.9285714286,5.67092457421,0.153846153846,0.307692307692,0.307692307692,0.0769230769231,0.0769230769231,0.0769230769231,10.0,45.2,7.0,2.0,2017-01-01,15.3846153846,30.7692307692,30.7692307692,7.692307692310001,7.692307692310001,7.692307692310001
6169,2017,1,PARIS MONTPARNASSE,ANGOULEME,157.233438486,319.0,2.0,25.0,19.6633333333,1.61661409043,27.0,37.1598765432,3.28827549947,0.458333333333,0.166666666667,0.125,0.166666666667,0.0416666666667,0.0416666666667,21.0,44.3722222222,14.0,2.0,2017-01-01,45.8333333333,16.6666666667,12.5,16.6666666667,4.16666666667,4.16666666667
6170,2017,1,PARIS MONTPARNASSE,TOURS,74.972972973,186.0,1.0,10.0,17.0866666667,0.942162162162,31.0,12.519354838699998,2.41783783784,0.4,0.05,0.2,0.25,0.05,0.05,6.0,29.9027777778,2.0,0.0,2017-01-01,40.0,5.0,20.0,25.0,5.0,5.0
6171,2017,9,STRASBOURG,PARIS EST,114.821022727,352.0,0.0,52.0,13.788461538499998,2.64090909091,34.0,21.8279411765,1.98882575758,0.225806451613,0.258064516129,0.129032258065,0.1612903225809999,0.1612903225809999,0.0645161290323,21.0,27.8261904762,6.0,1.0,2017-09-01,22.5806451613,25.8064516129,12.903225806499998,16.1290322581,16.1290322581,6.451612903230001
6172,2017,9,PARIS MONTPARNASSE,LE MANS,54.5677570093,430.0,2.0,32.0,16.2776041667,1.26608255452,63.0,20.0619047619,3.40424454829,0.2,0.4,0.111111111111,0.244444444444,0.0222222222221999,0.0222222222221999,22.0,40.7742424242,9.0,4.0,2017-09-01,20.0,40.0,11.1111111111,24.4444444444,2.22222222222,2.22222222222
6173,2017,9,TOULOUSE MATABIAU,PARIS MONTPARNASSE,258.899408284,170.0,1.0,10.0,12.2666666667,1.10246548323,14.0,39.4773809524,5.20719921105,0.0,0.3846153846149999,0.0769230769231,0.461538461538,0.0,0.0769230769231,14.0,39.4773809524,4.0,2.0,2017-09-01,0.0,38.4615384615,7.692307692310001,46.1538461538,0.0,7.692307692310001
6175,2017,12,QUIMPER,PARIS MONTPARNASSE,223.041860465,221.0,6.0,5.0,21.0,0.567441860465,25.0,38.7153333333,7.68635658915,0.142857142857,0.428571428571,0.0714285714286,0.285714285714,0.0714285714286,0.0,25.0,7.68635658915,13.0,3.0,2017-12-01,14.2857142857,42.8571428571,7.1428571428600005,28.5714285714,7.1428571428600005,0.0
6177,2015,2,STRASBOURG,PARIS EST,141.754716981,429.0,5.0,47.0,11.9361702128,1.81839622642,40.0,23.325,2.7853773584900003,0.171428571429,0.371428571429,0.228571428571,0.142857142857,0.0571428571429,0.0285714285714,28.0,27.7142857,7.0,2.0,2015-02-01,17.1428571429,37.1428571429,22.8571428571,14.2857142857,5.71428571429,2.85714285714
6179,2015,2,POITIERS,PARIS MONTPARNASSE,106.761061947,455.0,3.0,65.0,13.0461538462,2.8185840708,45.0,30.4666666667,2.65486725664,0.275,0.425,0.2,0.075,0.025,0.0,26.0,43.5384615,11.0,5.0,2015-02-01,27.500000000000004,42.5,20.0,7.5,2.5,0.0
6182,2015,9,DIJON VILLE,PARIS LYON,97.423580786,458.0,0.0,85.0,19.2470588235,4.52620087336,47.0,33.9787234043,3.24017467249,0.369565217391,0.173913043478,0.391304347826,0.0434782608696,0.0,0.0217391304348,35.0,41.3714286,14.0,8.0,2015-09-01,36.9565217391,17.3913043478,39.130434782600005,4.34782608696,0.0,2.17391304348
6188,2015,3,PARIS LYON,MARSEILLE ST CHARLES,199.736585366,411.0,1.0,11.0,15.4545454545,0.50487804878,19.0,32.4210526316,2.95853658537,0.4736842105259999,0.0526315789474,0.0,0.263157894737,0.157894736842,0.0526315789474,19.0,32.4210526,8.0,2.0,2015-03-01,47.368421052600006,5.26315789474,0.0,26.3157894737,15.7894736842,5.26315789474
6189,2015,3,MONTPELLIER,PARIS LYON,206.835164835,273.0,0.0,19.0,18.7894736842,1.52747252747,39.0,36.743589743600005,4.68864468864,0.333333333333,0.358974358974,0.0769230769231,0.230769230769,0.0,0.0,39.0,36.74358970000001,15.0,5.0,2015-03-01,33.333333333300004,35.8974358974,7.692307692310001,23.0769230769,0.0,0.0
6190,2015,3,MULHOUSE VILLE,PARIS LYON,169.20136518799998,293.0,0.0,12.0,22.0833333333,1.30375426621,10.0,28.1,-1.4197952218399998,0.3,0.1,0.5,0.0,0.1,0.0,6.0,38.8333333,3.0,1.0,2015-03-01,30.0,10.0,50.0,0.0,10.0,0.0
6191,2015,3,NICE VILLE,PARIS LYON,338.64197530900003,164.0,2.0,12.0,14.25,1.25925925926,29.0,34.9655172414,6.3950617284,0.241379310345,0.206896551724,0.137931034483,0.103448275862,0.206896551724,0.103448275862,29.0,34.9655172,16.0,2.0,2015-03-01,24.1379310345,20.6896551724,13.7931034483,10.3448275862,20.6896551724,10.3448275862
6192,2015,3,PARIS MONTPARNASSE,VANNES,198.071052632,190.0,0.0,6.0,10.6666666667,0.463157894737,16.0,41.375,5.1210526315800005,0.4,0.4,0.133333333333,0.0,0.0,0.0666666666666999,16.0,41.375,6.0,4.0,2015-03-01,40.0,40.0,13.3333333333,0.0,0.0,6.666666666669999
6193,2015,3,MARSEILLE ST CHARLES,LILLE,298.211267606,214.0,1.0,12.0,24.9166666667,1.779342723,31.0,37.0,6.9061032863800005,0.241379310345,0.413793103448,0.172413793103,0.137931034483,0.0344827586207,0.0,31.0,37.0,12.0,4.0,2015-03-01,24.1379310345,41.3793103448,17.2413793103,13.7931034483,3.44827586207,0.0
6194,2015,4,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.24772727299998,220.0,0.0,4.0,9.25,0.5227272727269999,7.0,30.4285714286,0.5090909090910001,0.142857142857,0.5714285714289999,0.0,0.142857142857,0.142857142857,0.0,5.0,38.2,2.0,1.0,2015-04-01,14.2857142857,57.142857142900006,0.0,14.2857142857,14.2857142857,0.0
6195,2015,4,POITIERS,PARIS MONTPARNASSE,105.351129363,488.0,1.0,90.0,15.2222222222,3.96098562628,31.0,29.1290322581,2.1067761807,0.333333333333,0.466666666667,0.166666666667,0.0333333333333,0.0,0.0,19.0,39.5263158,10.0,2.0,2015-04-01,33.333333333300004,46.6666666667,16.6666666667,3.3333333333299984,0.0,0.0
6196,2015,4,RENNES,LYON PART DIEU,260.74,100.0,0.0,7.0,16.428571428599998,1.43,10.0,38.3,3.64,0.3,0.4,0.2,0.1,0.0,0.0,10.0,38.3,5.0,2.0,2015-04-01,30.0,40.0,20.0,10.0,0.0,0.0
6197,2015,10,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,82.211627907,216.0,1.0,33.0,13.5757575758,3.21395348837,31.0,14.9677419355,1.10697674419,0.233333333333,0.5,0.0,0.1,0.1,0.0666666666666999,12.0,25.3333333,4.0,0.0,2015-10-01,23.3333333333,50.0,0.0,10.0,10.0,6.666666666669999
6199,2015,10,NANTES,PARIS MONTPARNASSE,135.433913043,576.0,1.0,26.0,15.038461538499998,1.10434782609,53.0,26.6603773585,3.1182608695700003,0.1730769230769999,0.519230769231,0.153846153846,0.0961538461538,0.0384615384615,0.0192307692308,36.0,33.555555600000005,14.0,2.0,2015-10-01,17.307692307700002,51.923076923100005,15.3846153846,9.61538461538,3.84615384615,1.92307692308
6200,2015,10,TOULOUSE MATABIAU,PARIS MONTPARNASSE,337.976608187,175.0,4.0,16.0,22.625,2.28070175439,27.0,52.888888888900006,9.93567251462,0.333333333333,0.37037037037,0.259259259259,0.037037037037,0.0,0.0,27.0,52.8888889,17.0,8.0,2015-10-01,33.333333333300004,37.037037037,25.925925925900003,3.7037037037,0.0,0.0
6202,2015,10,LILLE,PARIS NORD,63.2491694352,605.0,3.0,31.0,10.6451612903,0.945182724252,57.0,16.3859649123,1.6594684385399998,0.309090909091,0.181818181818,0.309090909091,0.0545454545455,0.127272727273,0.0181818181818,25.0,25.92,6.0,0.0,2015-10-01,30.9090909091,18.1818181818,30.9090909091,5.454545454550001,12.7272727273,1.81818181818
6203,2015,10,LAUSANNE,PARIS LYON,180.904347826,115.0,0.0,8.0,18.25,1.80869565217,8.0,29.5,1.28695652174,0.0,0.375,0.5,0.0,0.125,0.0,7.0,31.5714286,1.0,1.0,2015-10-01,0.0,37.5,50.0,0.0,12.5,0.0
6204,2016,4,NANCY,PARIS EST,93.9313380282,284.0,2.0,10.0,17.4,0.816901408451,15.0,26.3333333333,0.6338028169009999,0.0714285714286,0.5,0.285714285714,0.142857142857,0.0,0.0,12.0,29.8333333,3.0,1.0,2016-04-01,7.1428571428600005,50.0,28.5714285714,14.2857142857,0.0,0.0
6205,2016,4,PARIS LYON,TOULON,234.593869732,261.0,7.0,16.0,11.8125,0.9003831417620001,12.0,36.6666666667,2.94252873563,0.5,0.0833333333333,0.0,0.166666666667,0.25,0.0,12.0,36.6666667,5.0,1.0,2016-04-01,50.0,8.333333333330001,0.0,16.6666666667,25.0,0.0
6208,2016,4,BREST,PARIS MONTPARNASSE,271.278688525,183.0,4.0,2.0,20.0,0.2622950819669999,19.0,43.4210526316,5.8087431694000005,0.263157894737,0.157894736842,0.315789473684,0.105263157895,0.157894736842,0.0,19.0,43.4210526,5.0,4.0,2016-04-01,26.3157894737,15.7894736842,31.5789473684,10.5263157895,15.7894736842,0.0
6210,2016,4,TOULOUSE MATABIAU,PARIS MONTPARNASSE,335.529411765,153.0,2.0,4.0,14.0,0.542483660131,28.0,29.0,8.09803921569,0.259259259259,0.444444444444,0.185185185185,0.037037037037,0.0740740740741,0.0,28.0,29.0,8.0,1.0,2016-04-01,25.925925925900003,44.4444444444,18.5185185185,3.7037037037,7.407407407409999,0.0
6211,2016,4,ARRAS,PARIS NORD,51.378461538500005,325.0,8.0,21.0,12.380952380999998,1.24,29.0,13.0689655172,1.29846153846,0.333333333333,0.148148148148,0.259259259259,0.037037037037,0.185185185185,0.037037037037,7.0,24.2857143,2.0,0.0,2016-04-01,33.333333333300004,14.8148148148,25.925925925900003,3.7037037037,18.5185185185,3.7037037037
6213,2016,5,PARIS LYON,CHAMBERY CHALLES LES EAUX,180.459770115,174.0,0.0,6.0,27.8333333333,1.13218390805,19.0,34.5263157895,5.3908045977,0.277777777778,0.166666666667,0.222222222222,0.166666666667,0.111111111111,0.0555555555556,16.0,38.75,8.0,2.0,2016-05-01,27.7777777778,16.6666666667,22.2222222222,16.6666666667,11.1111111111,5.555555555560001
6215,2016,3,PARIS LYON,BESANCON FRANCHE COMTE TGV,127.950471698,212.0,10.0,4.0,14.5,0.330188679245,10.0,26.2,2.91509433962,0.25,0.25,0.125,0.25,0.125,0.0,4.0,47.75,3.0,1.0,2016-03-01,25.0,25.0,12.5,25.0,12.5,0.0
6216,2016,3,MACON LOCHE,PARIS LYON,99.2644230769,208.0,8.0,50.0,19.98,5.995192307690001,23.0,31.6956521739,2.57211538462,0.434782608696,0.0869565217391,0.173913043478,0.173913043478,0.130434782609,0.0,19.0,35.4736842,7.0,2.0,2016-03-01,43.4782608696,8.69565217391,17.3913043478,17.3913043478,13.0434782609,0.0
6217,2016,3,LAVAL,PARIS MONTPARNASSE,100.43697479,238.0,4.0,20.0,24.45,2.53781512605,21.0,37.3333333333,3.46218487395,0.333333333333,0.222222222222,0.277777777778,0.0,0.166666666667,0.0,15.0,46.9333333,9.0,4.0,2016-03-01,33.333333333300004,22.2222222222,27.7777777778,0.0,16.6666666667,0.0
6221,2016,3,PARIS NORD,DOUAI,72.7823834197,193.0,5.0,14.0,28.6428571429,2.26424870466,24.0,26.2083333333,3.4766839378199994,0.5,0.227272727273,0.0,0.227272727273,0.0454545454545,0.0,11.0,45.7272727,7.0,2.0,2016-03-01,50.0,22.7272727273,0.0,22.7272727273,4.54545454545,0.0
6224,2015,12,PARIS LYON,ANNECY,222.327272727,165.0,0.0,7.0,13.5714285714,0.7090909090909999,14.0,30.0714285714,3.86060606061,0.285714285714,0.0,0.428571428571,0.285714285714,0.0,0.0,14.0,30.0714286,5.0,1.0,2015-12-01,28.5714285714,0.0,42.8571428571,28.5714285714,0.0,0.0
6226,2015,12,PARIS NORD,DOUAI,66.4242424242,198.0,0.0,5.0,6.6,0.414141414141,17.0,11.0,1.61111111111,0.0625,0.25,0.3125,0.125,0.25,0.0,2.0,29.5,1.0,0.0,2015-12-01,6.25,25.0,31.25,12.5,25.0,0.0
6230,2016,1,PARIS LYON,PERPIGNAN,309.574074074,108.0,0.0,5.0,20.4,1.03703703704,10.0,34.8,3.46296296296,0.5,0.4,0.0,0.1,0.0,0.0,10.0,34.8,3.0,1.0,2016-01-01,50.0,40.0,0.0,10.0,0.0,0.0
6231,2016,1,PARIS MONTPARNASSE,ANGOULEME,157.172413793,290.0,1.0,7.0,16.7142857143,0.510344827586,13.0,30.3846153846,0.586206896552,0.666666666667,0.0833333333333,0.166666666667,0.0,0.0833333333333,0.0,11.0,33.6363636,4.0,1.0,2016-01-01,66.6666666667,8.333333333330001,16.6666666667,0.0,8.333333333330001,0.0
6233,2016,1,NANTES,PARIS MONTPARNASSE,134.866863905,507.0,0.0,30.0,16.866666666700002,1.32347140039,39.0,36.743589743600005,3.4358974359,0.307692307692,0.333333333333,0.205128205128,0.102564102564,0.0512820512821,0.0,28.0,46.1428571,15.0,7.0,2016-01-01,30.7692307692,33.333333333300004,20.5128205128,10.2564102564,5.128205128209999,0.0
6234,2015,11,PARIS LYON,AVIGNON TGV,161.758415842,505.0,0.0,15.0,12.6,0.483168316832,46.0,20.5869565217,3.23366336634,0.369565217391,0.130434782609,0.0869565217391,0.282608695652,0.0869565217391,0.0434782608696,21.0,29.8095238,7.0,1.0,2015-11-01,36.9565217391,13.0434782609,8.69565217391,28.2608695652,8.69565217391,4.34782608696
6235,2015,11,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.145933014,209.0,0.0,11.0,15.0909090909,0.866028708134,19.0,23.5263157895,3.669856459330001,0.333333333333,0.222222222222,0.0555555555556,0.166666666667,0.111111111111,0.111111111111,12.0,29.8333333,3.0,1.0,2015-11-01,33.333333333300004,22.2222222222,5.555555555560001,16.6666666667,11.1111111111,11.1111111111
6241,2017,3,PARIS EST,METZ,85.1350482315,313.0,2.0,15.0,17.0666666667,1.02250803859,19.0,24.736842105300003,1.0578778135,0.176470588235,0.529411764706,0.0,0.235294117647,0.0,0.0588235294118,12.0,33.4,5.0,2.0,2017-03-01,17.6470588235,52.941176470600006,0.0,23.5294117647,0.0,5.8823529411800015
6242,2017,3,AVIGNON TGV,PARIS LYON,158.6861167,501.0,4.0,79.0,18.2658227848,3.47484909457,56.0,31.25,3.4527162977900003,0.236363636364,0.254545454545,0.2,0.272727272727,0.0181818181818,0.0181818181818,39.0,39.7,18.0,8.0,2017-03-01,23.6363636364,25.4545454545,20.0,27.2727272727,1.81818181818,1.81818181818
6243,2017,3,DIJON VILLE,PARIS LYON,99.3769968051,317.0,4.0,82.0,15.2682926829,5.30990415335,37.0,30.7837837838,3.77955271565,0.0833333333333,0.444444444444,0.277777777778,0.111111111111,0.0555555555556,0.0277777777778,26.0,38.8,15.0,5.0,2017-03-01,8.333333333330001,44.4444444444,27.7777777778,11.1111111111,5.555555555560001,2.77777777778
6244,2017,3,PARIS MONTPARNASSE,ANGOULEME,156.87987988,335.0,2.0,18.0,27.7777777778,1.5075075075100002,17.0,56.5882352941,2.25825825826,0.470588235294,0.294117647059,0.0588235294118,0.176470588235,0.0,0.0,14.0,66.4,10.0,5.0,2017-03-01,47.0588235294,29.4117647059,5.8823529411800015,17.6470588235,0.0,0.0
6246,2017,10,PARIS LYON,ANNECY,223.04,200.0,0.0,12.0,19.5416666667,-0.6854166666670001,23.0,36.4565217391,6.5725,0.217391304348,0.3478260869569999,0.173913043478,0.260869565217,0.0,0.0,23.0,6.5725,11.0,3.0,2017-10-01,21.7391304348,34.7826086957,17.3913043478,26.0869565217,0.0,0.0
6247,2017,10,CHAMBERY CHALLES LES EAUX,PARIS LYON,182.725581395,216.0,1.0,51.0,25.2232026144,5.67147286822,32.0,41.7848958333,6.61170542636,0.222222222222,0.148148148148,0.37037037037,0.222222222222,0.0,0.037037037037,24.0,6.61170542636,8.0,5.0,2017-10-01,22.2222222222,14.8148148148,37.037037037,22.2222222222,0.0,3.7037037037
6248,2017,10,PARIS LYON,NIMES,178.304347826,300.0,1.0,18.0,14.6722222222,-0.8595317725749999,31.0,35.2478494624,4.008751393530001,0.333333333333,0.222222222222,0.259259259259,0.148148148148,0.0,0.037037037037,16.0,4.008751393530001,14.0,4.0,2017-10-01,33.333333333300004,22.2222222222,25.925925925900003,14.8148148148,0.0,3.7037037037
